ID,score
36986,3.0
36987,3.0
36988,3.0
36989,2.0
36990,4.0
36991,4.0
36992,5.0
36993,3.0
36994,3.0
36995,4.0
36996,3.0
36997,2.0
36998,3.0
36999,3.0
37000,2.0
37001,3.0
37002,3.0
37003,3.0
37004,4.0
37005,2.0
37006,3.0
37007,3.0
37008,3.0
37009,4.0
37010,3.0
37011,3.0
37012,3.0
37013,4.0
37014,4.0
37015,3.0
37016,4.0
37017,4.0
37018,4.0
37019,4.0
37020,3.0
37021,3.0
37022,4.0
37023,2.0
37024,3.0
37025,2.0
37026,3.0
37027,4.0
37028,3.0
37029,4.0
37030,4.0
37031,2.0
37032,3.0
37033,3.0
37034,3.0
37035,3.0
37036,2.0
37037,2.0
37038,2.0
37039,2.0
37040,2.0
37041,2.0
37042,3.0
37043,5.0
37044,4.0
37045,2.0
37046,2.0
37047,4.0
37048,4.0
37049,3.0
37050,3.0
37051,4.0
37052,4.0
37053,3.0
37054,3.0
37055,3.0
37056,4.0
37057,4.0
37058,3.0
37059,4.0
37060,3.0
37061,4.0
37062,3.0
37063,2.0
37064,3.0
37065,3.0
37066,3.0
37067,3.0
37068,3.0
37069,4.0
37070,3.0
37071,4.0
37072,3.0
37073,3.0
37074,2.0
37075,4.0
37076,4.0
37077,1.0
37078,4.0
37079,3.0
37080,3.0
37081,4.0
37082,3.0
37083,3.0
37084,2.0
37085,2.0
37086,3.0
37087,4.0
37088,3.0
37089,3.0
37090,2.0
37091,3.0
37092,2.0
37093,3.0
37094,3.0
37095,4.0
37096,3.0
37097,3.0
37098,3.0
37099,3.0
37100,4.0
37101,3.0
37102,2.0
37103,4.0
37104,4.0
37105,2.0
37106,3.0
37107,2.0
37108,3.0
37109,2.0
37110,4.0
37111,4.0
37112,3.0
37113,2.0
37114,3.0
37115,3.0
37116,4.0
37117,4.0
37118,4.0
37119,3.0
37120,4.0
37121,4.0
37122,4.0
37123,3.0
37124,4.0
37125,3.0
37126,3.0
37127,2.0
37128,2.0
37129,3.0
37130,4.0
37131,3.0
37132,2.0
37133,4.0
37134,4.0
37135,3.0
37136,4.0
37137,3.0
37138,4.0
37139,3.0
37140,4.0
37141,3.0
37142,3.0
37143,2.0
37144,3.0
37145,3.0
37146,4.0
37147,2.0
37148,3.0
37149,3.0
37150,4.0
37151,3.0
37152,3.0
37153,4.0
37154,3.0
37155,3.0
37156,2.0
37157,3.0
37158,4.0
37159,3.0
37160,3.0
37161,3.0
37162,4.0
37163,4.0
37164,4.0
37165,2.0
37166,3.0
37167,4.0
37168,3.0
37169,2.0
37170,4.0
37171,3.0
37172,4.0
37173,4.0
37174,3.0
37175,3.0
37176,2.0
37177,4.0
37178,5.0
37179,2.0
37180,3.0
37181,3.0
37182,3.0
37183,1.0
37184,3.0
37185,2.0
37186,3.0
37187,2.0
37188,3.0
37189,3.0
37190,2.0
37191,4.0
37192,4.0
37193,2.0
37194,3.0
37195,4.0
37196,3.0
37197,4.0
37198,3.0
37199,3.0
37200,3.0
37201,2.0
37202,4.0
37203,3.0
37204,3.0
37205,3.0
37206,3.0
37207,5.0
37208,5.0
37209,2.0
37210,3.0
37211,4.0
37212,4.0
37213,4.0
37214,4.0
37215,5.0
37216,3.0
37217,5.0
37218,4.0
37219,4.0
37220,4.0
37221,4.0
37222,3.0
37223,4.0
37224,4.0
37225,4.0
37226,3.0
37227,3.0
37228,4.0
37229,3.0
37230,2.0
37231,3.0
37232,2.0
37233,3.0
37234,1.0
37235,3.0
37236,3.0
37237,3.0
37238,4.0
37239,3.0
37240,3.0
37241,3.0
37242,4.0
37243,4.0
37244,3.0
37245,2.0
37246,3.0
37247,3.0
37248,3.0
37249,3.0
37250,3.0
37251,3.0
37252,2.0
37253,4.0
37254,3.0
37255,4.0
37256,4.0
37257,3.0
37258,4.0
37259,4.0
37260,4.0
37261,3.0
37262,3.0
37263,3.0
37264,3.0
37265,2.0
37266,3.0
37267,3.0
37268,3.0
37269,3.0
37270,4.0
37271,3.0
37272,3.0
37273,3.0
37274,3.0
37275,2.0
37276,3.0
37277,3.0
37278,3.0
37279,3.0
37280,2.0
37281,4.0
37282,3.0
37283,3.0
37284,2.0
37285,4.0
37286,4.0
37287,4.0
37288,2.0
37289,3.0
37290,2.0
37291,4.0
37292,2.0
37293,4.0
37294,3.0
37295,4.0
37296,3.0
37297,3.0
37298,3.0
37299,1.0
37300,2.0
37301,3.0
37302,3.0
37303,5.0
37304,2.0
37305,3.0
37306,3.0
37307,3.0
37308,3.0
37309,3.0
37310,3.0
37311,2.0
37312,2.0
37313,2.0
37314,3.0
37315,3.0
37316,4.0
37317,3.0
37318,3.0
37319,3.0
37320,3.0
37321,4.0
37322,4.0
37323,1.0
37324,4.0
37325,2.0
37326,2.0
37327,2.0
37328,4.0
37329,2.0
37330,3.0
37331,1.0
37332,3.0
37333,3.0
37334,2.0
37335,3.0
37336,4.0
37337,3.0
37338,4.0
37339,3.0
37340,2.0
37341,2.0
37342,3.0
37343,3.0
37344,2.0
37345,3.0
37346,2.0
37347,4.0
37348,3.0
37349,4.0
37350,2.0
37351,2.0
37352,2.0
37353,2.0
37354,2.0
37355,3.0
37356,2.0
37357,2.0
37358,3.0
37359,3.0
37360,2.0
37361,2.0
37362,2.0
37363,4.0
37364,3.0
37365,4.0
37366,4.0
37367,4.0
37368,4.0
37369,4.0
37370,4.0
37371,3.0
37372,4.0
37373,3.0
37374,3.0
37375,2.0
37376,3.0
37377,3.0
37378,3.0
37379,3.0
37380,3.0
37381,4.0
37382,2.0
37383,2.0
37384,4.0
37385,4.0
37386,3.0
37387,2.0
37388,3.0
37389,3.0
37390,4.0
37391,3.0
37392,4.0
37393,4.0
37394,3.0
37395,3.0
37396,3.0
37397,3.0
37398,3.0
37399,4.0
37400,3.0
37401,3.0
37402,3.0
37403,2.0
37404,3.0
37405,3.0
37406,4.0
37407,3.0
37408,3.0
37409,3.0
37410,3.0
37411,4.0
37412,2.0
37413,3.0
37414,4.0
37415,4.0
37416,3.0
37417,3.0
37418,3.0
37419,3.0
37420,3.0
37421,3.0
37422,4.0
37423,3.0
37424,4.0
37425,2.0
37426,2.0
37427,3.0
37428,3.0
37429,4.0
37430,5.0
37431,4.0
37432,4.0
37433,3.0
37434,4.0
37435,3.0
37436,3.0
37437,4.0
37438,2.0
37439,4.0
37440,4.0
37441,4.0
37442,4.0
37443,3.0
37444,4.0
37445,5.0
37446,3.0
37447,3.0
37448,4.0
37449,3.0
37450,3.0
37451,3.0
37452,4.0
37453,4.0
37454,3.0
37455,3.0
37456,3.0
37457,3.0
37458,4.0
37459,3.0
37460,3.0
37461,3.0
37462,3.0
37463,3.0
37464,3.0
37465,2.0
37466,3.0
37467,2.0
37468,3.0
37469,4.0
37470,3.0
37471,1.0
37472,4.0
37473,2.0
37474,4.0
37475,4.0
37476,3.0
37477,4.0
37478,2.0
37479,3.0
37480,3.0
37481,2.0
37482,4.0
37483,4.0
37484,3.0
37485,2.0
37486,3.0
37487,3.0
37488,3.0
37489,2.0
37490,3.0
37491,3.0
37492,3.0
37493,2.0
37494,2.0
37495,4.0
37496,3.0
37497,2.0
37498,3.0
37499,2.0
37500,2.0
37501,2.0
37502,3.0
37503,3.0
37504,4.0
37505,4.0
37506,2.0
37507,2.0
37508,3.0
37509,2.0
37510,2.0
37511,2.0
37512,2.0
37513,4.0
37514,3.0
37515,4.0
37516,3.0
37517,3.0
37518,3.0
37519,3.0
37520,2.0
37521,2.0
37522,3.0
37523,2.0
37524,2.0
37525,2.0
37526,2.0
37527,3.0
37528,1.0
37529,1.0
37530,3.0
37531,3.0
37532,2.0
37533,3.0
37534,2.0
37535,4.0
37536,4.0
37537,3.0
37538,3.0
37539,2.0
37540,3.0
37541,3.0
37542,3.0
37543,3.0
37544,3.0
37545,2.0
37546,2.0
37547,3.0
37548,3.0
37549,2.0
37550,3.0
37551,3.0
37552,2.0
37553,3.0
37554,2.0
37555,3.0
37556,3.0
37557,2.0
37558,3.0
37559,3.0
37560,3.0
37561,3.0
37562,2.0
37563,3.0
37564,4.0
37565,2.0
37566,2.0
37567,3.0
37568,3.0
37569,3.0
37570,3.0
37571,2.0
37572,3.0
37573,3.0
37574,2.0
37575,1.0
37576,2.0
37577,3.0
37578,3.0
37579,3.0
37580,2.0
37581,2.0
37582,2.0
37583,2.0
37584,2.0
37585,2.0
37586,3.0
37587,3.0
37588,3.0
37589,3.0
37590,3.0
37591,2.0
37592,3.0
37593,2.0
37594,3.0
37595,3.0
37596,3.0
37597,3.0
37598,3.0
37599,2.0
37600,4.0
37601,1.0
37602,2.0
37603,4.0
37604,4.0
37605,3.0
37606,3.0
37607,3.0
37608,4.0
37609,4.0
37610,2.0
37611,4.0
37612,3.0
37613,4.0
37614,3.0
37615,3.0
37616,3.0
37617,4.0
37618,3.0
37619,3.0
37620,2.0
37621,3.0
37622,2.0
37623,4.0
37624,2.0
37625,3.0
37626,3.0
37627,3.0
37628,4.0
37629,4.0
37630,3.0
37631,3.0
37632,3.0
37633,4.0
37634,2.0
37635,4.0
37636,2.0
37637,3.0
37638,1.0
37639,3.0
37640,3.0
37641,4.0
37642,3.0
37643,2.0
37644,2.0
37645,4.0
37646,3.0
37647,3.0
37648,3.0
37649,4.0
37650,4.0
37651,2.0
37652,2.0
37653,3.0
37654,4.0
37655,3.0
37656,4.0
37657,4.0
37658,4.0
37659,3.0
37660,3.0
37661,3.0
37662,4.0
37663,4.0
37664,3.0
37665,3.0
37666,3.0
37667,4.0
37668,2.0
37669,3.0
37670,3.0
37671,3.0
37672,3.0
37673,4.0
37674,3.0
37675,3.0
37676,3.0
37677,3.0
37678,4.0
37679,2.0
37680,4.0
37681,2.0
37682,3.0
37683,4.0
37684,4.0
37685,3.0
37686,2.0
37687,3.0
37688,4.0
37689,2.0
37690,4.0
37691,4.0
37692,4.0
37693,3.0
37694,1.0
37695,4.0
37696,3.0
37697,3.0
37698,3.0
37699,2.0
37700,2.0
37701,3.0
37702,3.0
37703,3.0
37704,2.0
37705,4.0
37706,2.0
37707,2.0
37708,3.0
37709,2.0
37710,4.0
37711,3.0
37712,3.0
37713,4.0
37714,4.0
37715,2.0
37716,2.0
37717,2.0
37718,3.0
37719,4.0
37720,4.0
37721,2.0
37722,2.0
37723,2.0
37724,3.0
37725,3.0
37726,3.0
37727,2.0
37728,3.0
37729,2.0
37730,2.0
37731,3.0
37732,4.0
37733,3.0
37734,2.0
37735,3.0
37736,2.0
37737,3.0
37738,3.0
37739,3.0
37740,2.0
37741,3.0
37742,3.0
37743,4.0
37744,2.0
37745,2.0
37746,3.0
37747,3.0
37748,2.0
37749,3.0
37750,3.0
37751,4.0
37752,3.0
37753,4.0
37754,4.0
37755,3.0
37756,3.0
37757,4.0
37758,4.0
37759,2.0
37760,3.0
37761,2.0
37762,5.0
37763,3.0
37764,3.0
37765,3.0
37766,4.0
37767,3.0
37768,4.0
37769,3.0
37770,3.0
37771,3.0
37772,3.0
37773,3.0
37774,4.0
37775,3.0
37776,3.0
37777,3.0
37778,3.0
37779,3.0
37780,4.0
37781,4.0
37782,3.0
37783,3.0
37784,4.0
37785,4.0
37786,3.0
37787,3.0
37788,2.0
37789,4.0
37790,2.0
37791,3.0
37792,4.0
37793,3.0
37794,3.0
37795,3.0
37796,3.0
37797,3.0
37798,3.0
37799,2.0
37800,3.0
37801,4.0
37802,2.0
37803,5.0
37804,3.0
37805,3.0
37806,3.0
37807,4.0
37808,3.0
37809,3.0
37810,4.0
37811,2.0
37812,4.0
37813,2.0
37814,1.0
37815,3.0
37816,3.0
37817,4.0
37818,3.0
37819,3.0
37820,3.0
37821,4.0
37822,3.0
37823,3.0
37824,2.0
37825,3.0
37826,2.0
37827,4.0
37828,3.0
37829,4.0
37830,4.0
37831,3.0
37832,3.0
37833,2.0
37834,3.0
37835,2.0
37836,3.0
37837,4.0
37838,3.0
37839,4.0
37840,3.0
37841,3.0
37842,1.0
37843,4.0
37844,2.0
37845,4.0
37846,3.0
37847,2.0
37848,3.0
37849,3.0
37850,3.0
37851,3.0
37852,3.0
37853,2.0
37854,3.0
37855,2.0
37856,3.0
37857,4.0
37858,3.0
37859,2.0
37860,3.0
37861,3.0
37862,4.0
37863,4.0
37864,4.0
37865,3.0
37866,3.0
37867,4.0
37868,3.0
37869,4.0
37870,4.0
37871,3.0
37872,4.0
37873,2.0
37874,3.0
37875,4.0
37876,4.0
37877,2.0
37878,4.0
37879,4.0
37880,4.0
37881,3.0
37882,3.0
37883,3.0
37884,3.0
37885,3.0
37886,4.0
37887,3.0
37888,2.0
37889,3.0
37890,4.0
37891,3.0
37892,3.0
37893,2.0
37894,4.0
37895,3.0
37896,3.0
37897,3.0
37898,3.0
37899,4.0
37900,3.0
37901,3.0
37902,3.0
37903,4.0
37904,3.0
37905,2.0
37906,3.0
37907,3.0
37908,2.0
37909,4.0
37910,4.0
37911,3.0
37912,2.0
37913,2.0
37914,4.0
37915,4.0
37916,2.0
37917,1.0
37918,3.0
37919,3.0
37920,2.0
37921,3.0
37922,4.0
37923,3.0
37924,3.0
37925,3.0
37926,4.0
37927,3.0
37928,3.0
37929,3.0
37930,2.0
37931,2.0
37932,2.0
37933,3.0
37934,3.0
37935,2.0
37936,2.0
37937,1.0
37938,3.0
37939,2.0
37940,3.0
37941,3.0
37942,2.0
37943,2.0
37944,2.0
37945,3.0
37946,3.0
37947,2.0
37948,4.0
37949,2.0
37950,3.0
37951,2.0
37952,3.0
37953,2.0
37954,4.0
37955,2.0
37956,3.0
37957,2.0
37958,2.0
37959,3.0
37960,4.0
37961,4.0
37962,2.0
37963,3.0
37964,3.0
37965,3.0
37966,3.0
37967,3.0
37968,2.0
37969,4.0
37970,4.0
37971,2.0
37972,4.0
37973,4.0
37974,3.0
37975,4.0
37976,4.0
37977,4.0
37978,2.0
37979,3.0
37980,3.0
37981,3.0
37982,4.0
37983,3.0
37984,3.0
37985,4.0
37986,4.0
37987,4.0
37988,1.0
37989,3.0
37990,3.0
37991,4.0
37992,4.0
37993,3.0
37994,4.0
37995,4.0
37996,3.0
37997,3.0
37998,3.0
37999,3.0
38000,3.0
38001,2.0
38002,2.0
38003,2.0
38004,3.0
38005,2.0
38006,2.0
38007,2.0
38008,3.0
38009,2.0
38010,3.0
38011,4.0
38012,2.0
38013,2.0
38014,4.0
38015,3.0
38016,4.0
38017,3.0
38018,3.0
38019,3.0
38020,4.0
38021,3.0
38022,3.0
38023,5.0
38024,4.0
38025,2.0
38026,3.0
38027,4.0
38028,3.0
38029,4.0
38030,2.0
38031,4.0
38032,4.0
38033,3.0
38034,3.0
38035,4.0
38036,2.0
38037,3.0
38038,3.0
38039,3.0
38040,4.0
38041,4.0
38042,3.0
38043,2.0
38044,3.0
38045,3.0
38046,2.0
38047,4.0
38048,3.0
38049,3.0
38050,3.0
38051,3.0
38052,2.0
38053,3.0
38054,3.0
38055,4.0
38056,3.0
38057,3.0
38058,3.0
38059,3.0
38060,2.0
38061,3.0
38062,3.0
38063,4.0
38064,3.0
38065,3.0
38066,3.0
38067,4.0
38068,4.0
38069,5.0
38070,4.0
38071,3.0
38072,4.0
38073,4.0
38074,3.0
38075,3.0
38076,2.0
38077,3.0
38078,3.0
38079,4.0
38080,2.0
38081,3.0
38082,1.0
38083,2.0
38084,4.0
38085,3.0
38086,3.0
38087,3.0
38088,3.0
38089,4.0
38090,2.0
38091,4.0
38092,3.0
38093,3.0
38094,4.0
38095,3.0
38096,4.0
38097,4.0
38098,2.0
38099,3.0
38100,4.0
38101,3.0
38102,3.0
38103,3.0
38104,4.0
38105,4.0
38106,4.0
38107,3.0
38108,3.0
38109,3.0
38110,3.0
38111,4.0
38112,4.0
38113,4.0
38114,3.0
38115,4.0
38116,3.0
38117,4.0
38118,2.0
38119,4.0
38120,3.0
38121,2.0
38122,3.0
38123,4.0
38124,2.0
38125,3.0
38126,4.0
38127,1.0
38128,3.0
38129,2.0
38130,3.0
38131,3.0
38132,3.0
38133,2.0
38134,3.0
38135,3.0
38136,3.0
38137,4.0
38138,3.0
38139,2.0
38140,3.0
38141,3.0
38142,2.0
38143,3.0
38144,2.0
38145,2.0
38146,3.0
38147,3.0
38148,4.0
38149,3.0
38150,3.0
38151,3.0
38152,2.0
38153,4.0
38154,3.0
38155,4.0
38156,3.0
38157,3.0
38158,4.0
38159,3.0
38160,3.0
38161,3.0
38162,3.0
38163,3.0
38164,3.0
38165,2.0
38166,4.0
38167,3.0
38168,4.0
38169,3.0
38170,3.0
38171,3.0
38172,3.0
38173,4.0
38174,4.0
38175,3.0
38176,3.0
38177,3.0
38178,3.0
38179,4.0
38180,4.0
38181,3.0
38182,3.0
38183,3.0
38184,4.0
38185,4.0
38186,3.0
38187,4.0
38188,4.0
38189,4.0
38190,3.0
38191,4.0
38192,4.0
38193,2.0
38194,3.0
38195,4.0
38196,3.0
38197,4.0
38198,3.0
38199,3.0
38200,2.0
38201,3.0
38202,3.0
38203,3.0
38204,3.0
38205,3.0
38206,2.0
38207,3.0
38208,3.0
38209,4.0
38210,3.0
38211,3.0
38212,2.0
38213,2.0
38214,4.0
38215,3.0
38216,4.0
38217,3.0
38218,2.0
38219,3.0
38220,1.0
38221,3.0
38222,3.0
38223,3.0
38224,4.0
38225,2.0
38226,3.0
38227,3.0
38228,3.0
38229,4.0
38230,2.0
38231,3.0
38232,4.0
38233,2.0
38234,4.0
38235,3.0
38236,3.0
38237,3.0
38238,4.0
38239,4.0
38240,3.0
38241,3.0
38242,4.0
38243,3.0
38244,4.0
38245,4.0
38246,3.0
38247,4.0
38248,2.0
38249,3.0
38250,3.0
38251,3.0
38252,3.0
38253,4.0
38254,4.0
38255,3.0
38256,4.0
38257,2.0
38258,3.0
38259,3.0
38260,3.0
38261,1.0
38262,4.0
38263,3.0
38264,3.0
38265,4.0
38266,3.0
38267,3.0
38268,3.0
38269,3.0
38270,3.0
38271,3.0
38272,4.0
38273,2.0
38274,3.0
38275,3.0
38276,2.0
38277,3.0
38278,3.0
38279,3.0
38280,3.0
38281,3.0
38282,2.0
38283,4.0
38284,3.0
38285,3.0
38286,4.0
38287,3.0
38288,3.0
38289,2.0
38290,4.0
38291,3.0
38292,3.0
38293,3.0
38294,3.0
38295,2.0
38296,3.0
38297,3.0
38298,4.0
38299,3.0
38300,2.0
38301,1.0
38302,3.0
38303,1.0
38304,3.0
38305,2.0
38306,2.0
38307,3.0
38308,4.0
38309,3.0
38310,2.0
38311,3.0
38312,3.0
38313,2.0
38314,3.0
38315,4.0
38316,3.0
38317,3.0
38318,4.0
38319,3.0
38320,3.0
38321,3.0
38322,4.0
38323,2.0
38324,3.0
38325,3.0
38326,2.0
38327,3.0
38328,4.0
38329,3.0
38330,3.0
38331,3.0
38332,4.0
38333,3.0
38334,2.0
38335,4.0
38336,4.0
38337,4.0
38338,2.0
38339,3.0
38340,3.0
38341,3.0
38342,3.0
38343,3.0
38344,4.0
38345,4.0
38346,3.0
38347,4.0
38348,3.0
38349,3.0
38350,3.0
38351,4.0
38352,3.0
38353,3.0
38354,3.0
38355,3.0
38356,4.0
38357,3.0
38358,4.0
38359,4.0
38360,2.0
38361,4.0
38362,3.0
38363,3.0
38364,3.0
38365,3.0
38366,3.0
38367,3.0
38368,3.0
38369,3.0
38370,4.0
38371,3.0
38372,3.0
38373,3.0
38374,2.0
38375,3.0
38376,3.0
38377,2.0
38378,2.0
38379,2.0
38380,3.0
38381,2.0
38382,3.0
38383,3.0
38384,3.0
38385,3.0
38386,2.0
38387,5.0
38388,2.0
38389,3.0
38390,3.0
38391,3.0
38392,4.0
38393,3.0
38394,1.0
38395,3.0
38396,3.0
38397,2.0
38398,4.0
38399,3.0
38400,3.0
38401,4.0
38402,4.0
38403,2.0
38404,2.0
38405,4.0
38406,3.0
38407,2.0
38408,4.0
38409,3.0
38410,4.0
38411,3.0
38412,2.0
38413,4.0
38414,4.0
38415,3.0
38416,3.0
38417,4.0
38418,4.0
38419,2.0
38420,3.0
38421,2.0
38422,4.0
38423,3.0
38424,3.0
38425,3.0
38426,4.0
38427,3.0
38428,4.0
38429,4.0
38430,3.0
38431,3.0
38432,3.0
38433,4.0
38434,3.0
38435,3.0
38436,4.0
38437,3.0
38438,3.0
38439,3.0
38440,2.0
38441,3.0
38442,3.0
38443,3.0
38444,3.0
38445,4.0
38446,3.0
38447,1.0
38448,3.0
38449,3.0
38450,3.0
38451,3.0
38452,3.0
38453,3.0
38454,3.0
38455,3.0
38456,2.0
38457,2.0
38458,3.0
38459,3.0
38460,3.0
38461,4.0
38462,3.0
38463,2.0
38464,2.0
38465,3.0
38466,3.0
38467,4.0
38468,4.0
38469,3.0
38470,1.0
38471,2.0
38472,4.0
38473,3.0
38474,3.0
38475,4.0
38476,3.0
38477,3.0
38478,4.0
38479,2.0
38480,3.0
38481,4.0
38482,4.0
38483,2.0
38484,3.0
38485,4.0
38486,3.0
38487,5.0
38488,3.0
38489,3.0
38490,3.0
38491,4.0
38492,3.0
38493,3.0
38494,3.0
38495,3.0
38496,3.0
38497,3.0
38498,3.0
38499,4.0
38500,3.0
38501,3.0
38502,3.0
38503,1.0
38504,3.0
38505,4.0
38506,4.0
38507,3.0
38508,3.0
38509,2.0
38510,3.0
38511,4.0
38512,4.0
38513,3.0
38514,3.0
38515,2.0
38516,4.0
38517,4.0
38518,2.0
38519,2.0
38520,3.0
38521,3.0
38522,4.0
38523,3.0
38524,3.0
38525,3.0
38526,3.0
38527,3.0
38528,3.0
38529,2.0
38530,2.0
38531,3.0
38532,3.0
38533,3.0
38534,3.0
38535,4.0
38536,3.0
38537,3.0
38538,3.0
38539,3.0
38540,4.0
38541,3.0
38542,3.0
38543,3.0
38544,3.0
38545,3.0
38546,4.0
38547,4.0
38548,3.0
38549,4.0
38550,4.0
38551,4.0
38552,3.0
38553,4.0
38554,4.0
38555,3.0
38556,3.0
38557,2.0
38558,4.0
38559,3.0
38560,3.0
38561,3.0
38562,4.0
38563,4.0
38564,3.0
38565,3.0
38566,4.0
38567,4.0
38568,3.0
38569,4.0
38570,4.0
38571,2.0
38572,2.0
38573,3.0
38574,3.0
38575,4.0
38576,4.0
38577,4.0
38578,4.0
38579,3.0
38580,3.0
38581,4.0
38582,4.0
38583,4.0
38584,2.0
38585,3.0
38586,3.0
38587,5.0
38588,3.0
38589,3.0
38590,3.0
38591,4.0
38592,4.0
38593,3.0
38594,4.0
38595,3.0
38596,3.0
38597,4.0
38598,3.0
38599,3.0
38600,1.0
38601,3.0
38602,5.0
38603,2.0
38604,4.0
38605,4.0
38606,2.0
38607,2.0
38608,2.0
38609,2.0
38610,2.0
38611,4.0
38612,2.0
38613,3.0
38614,4.0
38615,3.0
38616,3.0
38617,4.0
38618,3.0
38619,3.0
38620,2.0
38621,4.0
38622,4.0
38623,3.0
38624,3.0
38625,5.0
38626,3.0
38627,3.0
38628,4.0
38629,3.0
38630,3.0
38631,4.0
38632,2.0
38633,3.0
38634,3.0
38635,3.0
38636,4.0
38637,3.0
38638,3.0
38639,3.0
38640,3.0
38641,5.0
38642,2.0
38643,3.0
38644,3.0
38645,3.0
38646,4.0
38647,2.0
38648,3.0
38649,4.0
38650,2.0
38651,4.0
38652,4.0
38653,2.0
38654,3.0
38655,2.0
38656,1.0
38657,4.0
38658,4.0
38659,4.0
38660,2.0
38661,3.0
38662,2.0
38663,2.0
38664,3.0
38665,3.0
38666,3.0
38667,4.0
38668,3.0
38669,3.0
38670,4.0
38671,3.0
38672,4.0
38673,2.0
38674,4.0
38675,4.0
38676,3.0
38677,4.0
38678,4.0
38679,4.0
38680,3.0
38681,4.0
38682,4.0
38683,4.0
38684,3.0
38685,3.0
38686,2.0
38687,4.0
38688,2.0
38689,3.0
38690,3.0
38691,3.0
38692,3.0
38693,3.0
38694,4.0
38695,2.0
38696,3.0
38697,4.0
38698,4.0
38699,4.0
38700,2.0
38701,3.0
38702,3.0
38703,3.0
38704,2.0
38705,4.0
38706,1.0
38707,4.0
38708,4.0
38709,4.0
38710,3.0
38711,4.0
38712,3.0
38713,3.0
38714,3.0
38715,4.0
38716,3.0
38717,3.0
38718,2.0
38719,2.0
38720,2.0
38721,2.0
38722,4.0
38723,3.0
38724,4.0
38725,3.0
38726,3.0
38727,4.0
38728,2.0
38729,4.0
38730,3.0
38731,3.0
38732,4.0
38733,3.0
38734,3.0
38735,4.0
38736,3.0
38737,3.0
38738,3.0
38739,4.0
38740,4.0
38741,4.0
38742,3.0
38743,2.0
38744,4.0
38745,3.0
38746,2.0
38747,3.0
38748,4.0
38749,3.0
38750,3.0
38751,4.0
38752,2.0
38753,3.0
38754,4.0
38755,3.0
38756,1.0
38757,2.0
38758,3.0
38759,3.0
38760,2.0
38761,3.0
38762,3.0
38763,4.0
38764,3.0
38765,2.0
38766,3.0
38767,1.0
38768,3.0
38769,3.0
38770,3.0
38771,3.0
38772,4.0
38773,3.0
38774,3.0
38775,4.0
38776,3.0
38777,4.0
38778,4.0
38779,4.0
38780,4.0
38781,3.0
38782,3.0
38783,2.0
38784,3.0
38785,3.0
38786,4.0
38787,2.0
38788,4.0
38789,3.0
38790,4.0
38791,4.0
38792,4.0
38793,4.0
38794,4.0
38795,4.0
38796,3.0
38797,3.0
38798,3.0
38799,3.0
38800,2.0
38801,2.0
38802,3.0
38803,3.0
38804,4.0
38805,3.0
38806,4.0
38807,3.0
38808,2.0
38809,3.0
38810,2.0
38811,1.0
38812,3.0
38813,3.0
38814,4.0
38815,3.0
38816,3.0
38817,3.0
38818,2.0
38819,3.0
38820,2.0
38821,3.0
38822,2.0
38823,2.0
38824,2.0
38825,3.0
38826,3.0
38827,3.0
38828,3.0
38829,3.0
38830,2.0
38831,3.0
38832,2.0
38833,3.0
38834,3.0
38835,4.0
38836,3.0
38837,4.0
38838,1.0
38839,4.0
38840,3.0
38841,3.0
38842,3.0
38843,2.0
38844,3.0
38845,3.0
38846,3.0
38847,4.0
38848,3.0
38849,3.0
38850,3.0
38851,2.0
38852,2.0
38853,4.0
38854,4.0
38855,2.0
38856,3.0
38857,3.0
38858,4.0
38859,5.0
38860,3.0
38861,4.0
38862,1.0
38863,2.0
38864,3.0
38865,2.0
38866,3.0
38867,3.0
38868,3.0
38869,4.0
38870,3.0
38871,5.0
38872,3.0
38873,3.0
38874,3.0
38875,2.0
38876,3.0
38877,2.0
38878,2.0
38879,3.0
38880,3.0
38881,2.0
38882,4.0
38883,4.0
38884,3.0
38885,3.0
38886,4.0
38887,5.0
38888,4.0
38889,2.0
38890,3.0
38891,4.0
38892,3.0
38893,2.0
38894,4.0
38895,3.0
38896,3.0
38897,4.0
38898,4.0
38899,2.0
38900,3.0
38901,4.0
38902,4.0
38903,2.0
38904,4.0
38905,3.0
38906,2.0
38907,4.0
38908,3.0
38909,4.0
38910,3.0
38911,2.0
38912,4.0
38913,3.0
38914,3.0
38915,4.0
38916,3.0
38917,3.0
38918,2.0
38919,3.0
38920,3.0
38921,3.0
38922,4.0
38923,2.0
38924,4.0
38925,5.0
38926,4.0
38927,3.0
38928,3.0
38929,3.0
38930,3.0
38931,3.0
38932,3.0
38933,3.0
38934,3.0
38935,1.0
38936,2.0
38937,3.0
38938,2.0
38939,3.0
38940,2.0
38941,3.0
38942,3.0
38943,2.0
38944,3.0
38945,3.0
38946,4.0
38947,3.0
38948,3.0
38949,4.0
38950,4.0
38951,3.0
38952,4.0
38953,4.0
38954,3.0
38955,3.0
38956,3.0
38957,3.0
38958,3.0
38959,3.0
38960,3.0
38961,2.0
38962,3.0
38963,3.0
38964,3.0
38965,4.0
38966,4.0
38967,3.0
38968,3.0
38969,3.0
38970,3.0
38971,3.0
38972,3.0
38973,3.0
38974,4.0
38975,4.0
38976,4.0
38977,2.0
38978,4.0
38979,4.0
38980,3.0
38981,3.0
38982,4.0
38983,4.0
38984,3.0
